smiles,canonical_smiles,mol_wt,rdkit_logp,hbd,hba,tpsa,rot_bonds,rings,heavy_atoms,qed,ro5_violations,murcko_scaffold,pass_mw_filter,pass_logp_filter,pass_tpsa_filter,pass_hbd_filter,pass_hba_filter,pass_rot_bonds_filter,pass_heavy_atoms_filter,pass_ro5_filter,pass_qed_filter,n_basic_filter_failures,pass_basic_chemical_filter,predicted_pIC50,predicted_active,predicted_strong_active,max_tanimoto_training,nearest_training_smiles,training_similarity_bin,stereo_centers,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,stereo_centers_drugbank_approved_percentile,PAINS_alert_drugbank_approved_percentile,BRENK_alert_drugbank_approved_percentile,NIH_alert_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,pass_PAINS_alert,pass_NIH_alert,pass_BRENK_alert,pass_AMES,pass_ClinTox,pass_Carcinogens_Lagunin,pass_hERG,pass_Bioavailability_Ma,pass_HIA_Hou,admet_hard_pass_count,admet_hard_pass_fraction,admet_hard_pass_all,admet_score,is_exact_training_match,flag_near_copy_training,flag_too_far_training,flag_good_training_window,score_activity,score_training_similarity,score_qed,score_ro5,score_admet,score_admet_hard,reward_score
Cc1ccc(-c2nc(CC(=O)N3CCN(C(=O)COc4ccc(Cl)cc4)CC3)cs2)cc1,Cc1ccc(-c2nc(CC(=O)N3CCN(C(=O)COc4ccc(Cl)cc4)CC3)cs2)cc1,469.99400000000014,4.064220000000003,0,5,62.74000000000001,6,4,32,0.5457399375974985,0,O=C(COc1ccccc1)N1CCN(C(=O)Cc2csc(-c3ccccc3)n2)CC1,True,True,True,True,True,True,True,True,True,0,True,6.104070595779191,True,False,0.3218390804597701,CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,0.25-0.35 lejanas,0,0,0,0,0.110700235,0.8738985,0.75153005,0.20006216,0.940533,0.25896424,0.9294321,0.107680455,0.0406005,0.8214086,0.86517465,0.0795082,0.046020396,0.9546844,0.99999344,0.004579854,0.019192979,0.22138059,0.15029612,0.0124705555,0.07552509,0.07200034,0.9588774,0.9125236,0.41138738,0.046441488,0.0357185,0.3476871,0.045242444,0.20365827,0.6586794,-4.6762595,91.41966,79.55171,31.060034,-11.231924,2.597323,3.394553,98.4868,-4.325385,5.0278077,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,29.947275922671356,64.85061511423551,40.98418277680141,65.76449912126539,97.99648506151144,81.72231985940246,98.6291739894552,49.45518453427066,46.0456942003515,95.07908611599298,93.42706502636204,24.42882249560633,30.298769771529003,90.93145869947277,92.75922671353253,25.83479789103691,38.94551845342707,82.46045694200352,81.72231985940246,41.93321616871705,42.7768014059754,84.4639718804921,82.31985940246047,94.30579964850617,78.4182776801406,76.20386643233743,65.09666080843586,81.26537785588754,58.45342706502637,11.739894551845344,70.40421792618629,68.36555360281196,84.81546572934974,84.00702987697716,69.27943760984184,61.019332161687174,59.89455184534271,86.85413005272409,85.90509666080844,25.76449912126538,74.58699472759227,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,False,0.06938039718612761,0.9195402298850576,0.5457399375974985,1.0,0.3392857142857142,0.8888888888888888,0.4973521760242534
CC(=O)Nc1ccc(Nc2ccnc(Nc3ccc(Cl)c(C#N)c3)n2)cc1,CC(=O)Nc1ccc(Nc2ccnc(Nc3ccc(Cl)c(C#N)c3)n2)cc1,378.8230000000001,4.447280000000002,3,6,102.73,5,3,27,0.6057908671018032,0,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,True,True,True,True,True,True,True,True,True,0,True,6.149965471403447,True,False,0.37142857142857144,CN1CCN(c2ccc(Nc3nccc(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,0.35-0.50 novedosas razonables,0,0,0,0,0.42740002,0.14753793,0.7316648,0.5268519,0.30578154,0.06184678,0.28301296,0.027410844,0.1736162,0.42082748,0.64726985,0.14826722,0.2768411,0.9835917,0.9955102,0.07242926,0.111933604,0.91426957,0.5101546,0.15910962,0.38861352,0.08289943,0.72639215,0.6748117,0.86723566,0.53036296,0.19964316,0.91998464,0.6852918,0.41734028,0.70461386,-5.062749,65.80097,47.579346,85.85281,-16.663265,1.7275848,3.3094547,97.28768,-5.69699,7.023658,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,72.58347978910369,10.509666080843585,37.644991212653785,81.65202108963094,74.62214411247804,25.623901581722322,80.24604569420036,21.54657293497364,69.77152899824253,48.01405975395431,86.74868189806679,45.41300527240774,77.25834797891038,96.66080843585237,45.342706502636204,87.48681898066785,92.16168717047452,99.26186291739896,97.92618629173991,91.59929701230229,93.70826010544816,85.86994727592268,45.799648506151144,84.11247803163445,98.5237258347979,99.08611599297014,91.9859402460457,98.84007029876977,98.91036906854131,36.37961335676626,72.12653778558875,41.6871704745167,72.89982425307558,66.88927943760984,92.82952548330405,26.678383128295255,11.212653778558876,85.23725834797892,83.58523725834799,6.291739894551846,82.31985940246047,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,True,0.09997698093563123,1.0,0.6057908671018032,1.0,0.3392857142857142,0.8888888888888888,0.5276077560919915
CC(C)(C)NC(=O)Nc1ccc(-c2cnc(N3CCCC3)nc2OCc2cccc(F)c2)cc1,CC(C)(C)NC(=O)Nc1ccc(-c2cnc(N3CCCC3)nc2OCc2cccc(F)c2)cc1,463.5570000000003,5.381900000000005,2,5,79.38000000000001,6,4,34,0.5129858155495474,1,c1ccc(COc2nc(N3CCCC3)ncc2-c2ccccc2)cc1,True,True,True,True,True,True,True,True,True,0,True,6.25755973004314,True,False,0.36666666666666664,O=C(CN1CCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)cc3)c2c1,0.35-0.50 novedosas razonables,0,0,0,0,0.13020268,0.73252124,0.9235507,0.35382193,0.81268483,0.31373307,0.73718774,0.18521112,0.058898218,0.8050022,0.3059848,0.16363011,0.19907707,0.9739151,0.99995136,0.008084034,0.018387832,0.45679888,0.23724553,0.042307995,0.22645345,0.07469909,0.959648,0.93407744,0.46776065,0.11937165,0.04205639,0.61846286,0.12789324,0.15368135,0.83385915,-4.88624,62.13729,85.21645,75.97441,-11.784101,3.1402836,4.6229033,106.23999,-6.8921533,2.8689244,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,33.98945518453427,51.247803163444644,87.55711775043937,75.00878734622145,94.83304042179263,88.68189806678384,95.32513181019333,65.94024604569421,51.739894551845346,93.49736379613357,74.41124780316345,49.84182776801406,69.8066783831283,94.41124780316345,80.35149384885766,41.26537785588753,37.36379613356767,91.81019332161688,88.8224956063269,71.91564147627417,85.90509666080844,84.74516695957821,82.49560632688929,95.39543057996485,81.792618629174,88.2249560632689,68.75219683655537,91.63444639718806,76.94200351493849,7.697715289982426,81.72231985940246,53.53251318101934,70.96660808435853,86.29173989455185,91.03690685413007,56.73110720562391,86.88927943760984,99.12126537785589,97.08260105448156,0.9490333919156415,61.89806678383129,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.33473512427818214,False,False,False,True,0.17170648669542685,1.0,0.5129858155495474,0.5,0.33473512427818214,0.8888888888888888,0.4842957320855855
NCc1cc(O)nc(-c2cnc(Nc3ccc(F)c(Cl)c3)nc2)n1,NCc1cc(O)nc(-c2cnc(Nc3ccc(F)c(Cl)c3)nc2)n1,346.75300000000004,2.6339999999999995,3,7,109.84,4,3,24,0.6656397329219202,0,c1ccc(Nc2ncc(-c3ncccn3)cn2)cc1,True,True,True,True,True,True,True,True,True,0,True,6.436255495449062,True,False,0.4,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Nc4ccc(F)c(Cl)c4)nc3)n2)C1,0.35-0.50 novedosas razonables,0,0,0,0,0.18553355,0.3130639,0.9093765,0.883568,0.052256662,0.0984958,0.03689155,0.04263512,0.09765173,0.38792685,0.4878351,0.2893751,0.42812234,0.99133646,0.9944666,0.022670265,0.049495973,0.93390286,0.17013474,0.0361029,0.23863427,0.008824671,0.7320441,0.05706192,0.5247221,0.39937645,0.02587479,0.42223057,0.39043298,0.10220406,0.6418961,-5.0959864,36.12893,8.928214,29.187998,-15.539465,2.2243571,2.0159762,91.1836,-4.0213246,7.2007647,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,44.463971880492096,20.035149384885766,82.49560632688929,94.23550087873463,40.597539543058,36.836555360281196,50.75571177504394,27.697715289982426,60.00000000000001,44.9560632688928,82.1792618629174,75.39543057996485,87.97891036906854,98.4182776801406,43.62038664323375,69.27943760984184,76.20386643233743,99.43760984182778,83.72583479789104,67.97891036906854,86.74868189806679,56.16871704745167,46.326889279437616,47.31107205623902,84.99121265377856,98.17223198594026,59.89455184534271,84.53427065026362,93.67311072056239,3.690685413005273,69.52548330404218,40.49209138840071,53.919156414762746,32.513181019332166,68.08435852372584,31.845342706502638,36.41476274165203,62.81195079086117,71.56414762741653,32.16168717047452,82.74165202108964,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,True,0.29083699696604154,1.0,0.6656397329219202,1.0,0.3392857142857142,0.8888888888888888,0.5938430907741322
Cc1ccc(OCC(=O)N2CCC(NC(=O)Cc3cccc(Cl)c3)CC2)cc1,Cc1ccc(OCC(=O)N2CCC(NC(=O)Cc3cccc(Cl)c3)CC2)cc1,400.90600000000006,3.3771200000000015,1,3,58.64,6,3,28,0.8082277406825303,0,O=C(Cc1ccccc1)NC1CCN(C(=O)COc2ccccc2)CC1,True,True,True,True,True,True,True,True,True,0,True,6.0394706700254766,True,False,0.345679012345679,C=CC(=O)N1CCC(Nc2cncc(-c3cnc(Oc4cccc(Cl)c4)nc3)c2)CC1,0.25-0.35 lejanas,0,0,0,0,0.1284127,0.96592647,0.81376517,0.19534771,0.89703846,0.21421678,0.64697427,0.16774961,0.08062042,0.81512797,0.884325,0.051941328,0.07943267,0.7057594,0.9999973,0.0041465294,0.025890235,0.07746634,0.0753517,0.008421082,0.066991374,0.014979525,0.98543966,0.77098835,0.17698249,0.013732965,0.018127855,0.11609999,0.013193799,0.2777412,0.75756943,-4.6448684,71.33067,53.142677,20.901701,-10.898577,2.6845503,3.3767712,95.15694,-4.1104627,5.080252,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,33.63796133567663,83.72583479789104,53.67311072056239,65.13181019332163,97.01230228471003,73.04042179261863,93.81370826010546,63.514938488576455,56.44991212653779,94.55184534270651,94.1652021089631,17.012302284710017,43.93673110720563,66.18629173989456,95.64147627416521,23.72583479789104,50.474516695957824,68.50615114235501,70.72056239015818,30.650263620386646,36.555360281195085,64.21792618629175,95.46572934973639,88.2249560632689,58.383128295254835,57.750439367311074,52.86467486818981,66.36203866432338,34.6572934973638,18.488576449912127,75.92267135325133,70.896309314587,75.28998242530757,70.93145869947277,59.26186291739895,63.690685413005276,64.99121265377856,86.32688927943762,79.15641476274166,29.876977152899826,74.76274165202109,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,False,0.026313780016984367,0.9876543209876544,0.8082277406825303,1.0,0.3392857142857142,0.8888888888888888,0.5340224750016548
COc1ccc(COc2cccc(F)c2CN2CCCCC2)cc1OCc1cccc(F)c1,COc1ccc(COc2cccc(F)c2CN2CCCCC2)cc1OCc1cccc(F)c1,453.5290000000003,6.1173000000000055,0,4,30.930000000000003,9,4,33,0.39075085191727466,1,c1ccc(COc2cccc(COc3ccccc3CN3CCCCC3)c2)cc1,True,True,True,True,True,True,True,True,True,0,True,6.101620724402715,True,False,0.41975308641975306,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)cc1,0.35-0.50 novedosas razonables,0,0,0,0,0.19483235,0.9764441,0.6085208,0.21530347,0.5982676,0.10442159,0.12144549,0.36981985,0.83944356,0.6955608,0.5290877,0.047037758,0.3130296,0.31170878,0.99999666,0.0023691007,0.014579473,0.07757086,0.120627925,0.014971083,0.082802325,0.004718062,0.84502316,0.9711488,0.26318586,0.002356361,0.07168996,0.23102698,0.034363233,0.5761055,0.983652,-4.7624307,93.05446,93.44945,56.939983,-6.780001,3.0296466,4.055951,102.22461,-6.0912933,5.585889,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,45.97539543057997,87.97891036906854,23.19859402460457,66.78383128295255,88.50615114235502,38.73462214411248,68.43585237258348,81.15992970123024,94.69244288224957,80.0,83.58523725834799,15.782073813708262,80.38664323374341,44.11247803163445,95.00878734622145,14.13005272407733,29.701230228471005,68.50615114235501,78.27768014059755,46.85413005272408,46.99472759226714,44.39367311072056,56.871704745166966,97.60984182776802,67.76801405975397,26.256590509666083,78.73462214411248,75.57117750439367,52.86467486818981,57.012302284710024,98.03163444639719,62.14411247803164,85.37785588752197,88.54130052724078,84.42882249560634,88.89279437609842,83.2688927943761,95.46572934973639,92.44288224956064,3.5149384885764503,77.11775043936731,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,True,0.06774714960181012,1.0,0.39075085191727466,0.5,0.3392857142857142,0.8888888888888888,0.43568280441416596
N#Cc1ccc2nc(Nc3cccc(CN4CCCC4=O)c3)cnc2c1,N#Cc1ccc2nc(Nc3cccc(CN4CCCC4=O)c3)cnc2c1,343.39000000000004,3.3674800000000014,1,5,81.91000000000001,4,4,26,0.7852622956057872,0,O=C1CCCN1Cc1cccc(Nc2cnc3ccccc3n2)c1,True,True,True,True,True,True,True,True,True,0,True,6.42913892374224,True,False,0.32222222222222224,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN4CCCC4=O)cc3)ncc2F)c1,0.25-0.35 lejanas,0,0,0,0,0.44842848,0.645525,0.8319912,0.7615457,0.47861877,0.20341864,0.57626206,0.13605121,0.11961921,0.6398273,0.80769336,0.108054444,0.31763393,0.9668933,0.9998749,0.045169976,0.093180224,0.82280713,0.35247082,0.0699684,0.29765713,0.03920629,0.9320222,0.6470273,0.61464626,0.38707322,0.1146906,0.57753694,0.2841477,0.2919503,0.7414197,-4.8583555,71.03249,48.732944,24.370304,-13.902245,2.15626,2.4409642,87.708115,-4.3360624,2.5652046,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,74.37609841827769,43.90158172231986,58.523725834797894,89.45518453427066,84.21792618629175,70.57996485061513,92.16168717047452,57.89103690685413,63.44463971880493,72.51318101933217,91.66959578207383,32.970123022847105,80.98418277680142,93.35676625659052,72.79437609841828,82.14411247803164,90.19332161687171,98.45342706502637,94.34094903339192,81.58172231985941,90.47451669595783,76.94200351493849,73.04042179261863,83.16344463971882,90.33391915641477,98.06678383128296,85.90509666080844,90.72056239015818,89.77152899824254,20.210896309314588,74.58699472759227,55.21968365553603,75.1493848857645,67.80316344463972,63.30404217926187,42.1792618629174,32.056239015817226,69.73637961335677,65.72934973637962,25.58875219683656,59.43760984182777,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,False,0.28609261582816004,0.9206349206349208,0.7852622956057872,1.0,0.3392857142857142,0.8888888888888888,0.5984583989305859
Cc1cc(C2(Nc3ncc(F)c(Nc4cccc(OCc5ccccc5)c4)n3)CCOCC2)on1,Cc1cc(C2(Nc3ncc(F)c(Nc4cccc(OCc5ccccc5)c4)n3)CCOCC2)on1,475.52400000000034,5.352520000000005,2,8,94.33000000000001,8,5,35,0.3521212323100794,1,c1ccc(COc2cccc(Nc3ccnc(NC4(c5ccno5)CCOCC4)n3)c2)cc1,True,True,True,True,True,True,True,True,True,0,True,6.381174949088964,True,False,0.4065934065934066,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC(=O)N4CCOCC4)c3)ncc2F)c1,0.35-0.50 novedosas razonables,0,0,0,0,0.2055932,0.70176435,0.9184626,0.513717,0.8537904,0.24868122,0.756214,0.13780761,0.18531005,0.7870982,0.8413623,0.11548267,0.2974927,0.9714548,0.9999735,0.0066241436,0.022475142,0.6434825,0.46440035,0.035383213,0.21069887,0.045810692,0.94540703,0.92698324,0.64892673,0.19907889,0.06268701,0.63515866,0.17204341,0.10847233,0.92219526,-5.2015996,61.628796,74.51807,61.395515,-13.1425905,2.9072807,4.1076307,101.30656,-5.537851,5.246529,22.601054481546576,47.59226713532514,25.869947275922673,37.188049209138846,47.838312829525485,48.26010544815466,85.48330404217927,81.30052724077329,96.16871704745168,79.47275922671353,95.67662565905097,58.20738137082601,70.47451669595783,91.38840070298771,92.61862917398946,35.21968365553603,78.91036906854131,93.84885764499123,84.78031634446398,35.71177504393673,45.026362038664324,95.88752196836556,97.3286467486819,67.38137082601055,84.71001757469244,78.87521968365554,77.01230228471002,95.04393673110721,91.91564147627417,93.74340949033393,76.66080843585237,92.12653778558877,82.00351493848858,4.1124780316344465,88.78734622144113,35.81722319859403,70.72056239015818,82.21441124780317,86.32688927943762,47.17047451669596,78.13708260105449,95.99297012302286,91.10720562390159,7.978910369068542,75.3602811950791,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,True,0.2541166327259763,1.0,0.3521212323100794,0.5,0.3392857142857142,0.8888888888888888,0.4857992064103365
CCOCCN1CCN(c2nnc(-c3ccc(-c4ccccc4)[nH]3)n2C(C)C)CC1,CCOCCN1CCN(c2nnc(-c3ccc(-c4ccccc4)[nH]3)n2C(C)C)CC1,408.5500000000002,3.6796000000000015,1,5,62.21,8,4,30,0.5763002045741268,0,c1ccc(-c2ccc(-c3nnc(N4CCNCC4)[nH]3)[nH]2)cc1,True,True,True,True,True,True,True,True,True,0,True,6.103787805961363,True,False,0.3,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,0.25-0.35 lejanas,0,0,1,0,0.39299414,0.9674963,0.9135195,0.3068215,0.32396743,0.25429177,0.21169484,0.5183256,0.258561,0.82906497,0.4069333,0.14773723,0.6246707,0.725642,0.9997865,0.014064366,0.030898374,0.17427614,0.031693496,0.014922878,0.10445432,0.009317614,0.9674967,0.7616285,0.22773524,0.03420327,0.011215705,0.07663448,0.03723354,0.33226502,0.9421164,-4.9949574,69.44368,78.540924,53.926033,-13.547302,2.6516309,3.4318008,95.413345,-4.6407194,13.416842,22.601054481546576,47.59226713532514,66.52021089630932,37.188049209138846,69.63093145869948,84.32337434094904,83.62038664323376,72.82952548330405,75.64147627416521,80.66783831282953,76.37961335676626,87.83831282952549,75.21968365553603,95.60632688927944,79.12126537785589,45.30755711775044,96.37961335676627,67.34622144112478,69.06854130052724,57.012302284710024,57.785588752196844,79.33216168717048,56.48506151142355,46.81898066783832,59.015817223198596,56.94200351493849,85.94024604569421,87.7328646748682,64.99121265377856,71.59929701230229,43.23374340949034,60.49209138840071,54.55184534270651,25.166959578207383,91.59929701230229,45.799648506151144,74.37609841827769,83.69068541300528,83.23374340949034,44.3585237258348,63.198594024604574,87.59226713532514,79.57820738137083,20.07029876977153,94.37609841827769,True,True,True,True,False,True,False,True,True,7,0.7777777777777778,False,0.3392857142857142,False,False,False,False,0.0691918706409087,0.8571428571428572,0.5763002045741268,1.0,0.3392857142857142,0.7777777777777778,0.48140894108474086
CONC(=O)Nc1cc(Nc2nccc(N3CCC(c4ccccn4)C3)n2)c(OC)cc1N1CCCCC1,CONC(=O)Nc1cc(Nc2nccc(N3CCC(c4ccccn4)C3)n2)c(OC)cc1N1CCCCC1,518.6220000000003,4.290900000000003,3,9,116.77,8,5,38,0.3755035844783967,1,c1ccc(C2CCN(c3ccnc(Nc4ccc(N5CCCCC5)cc4)n3)C2)nc1,True,True,True,True,True,True,True,True,True,0,True,6.983370708102169,True,False,0.4673913043478261,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,0.35-0.50 novedosas razonables,1,0,1,0,0.30512884,0.51206905,0.91520756,0.23357709,0.64133227,0.18119591,0.61044425,0.11514399,0.11425245,0.82984704,0.77882254,0.11509101,0.4569142,0.98850155,0.99994195,0.010822395,0.015676495,0.7134814,0.45667905,0.041548748,0.24085975,0.05074336,0.9399148,0.9577171,0.74604964,0.30313712,0.08311926,0.72103786,0.28718066,0.08160878,0.9577273,-5.1589155,46.984467,74.37828,56.01106,-15.978455,2.9905198,3.892158,99.719406,-5.6292815,7.1421633,55.32513181019333,47.59226713532514,66.52021089630932,37.188049209138846,60.77328646748683,33.602811950790866,84.28822495606327,68.33040421792619,90.01757469244289,65.62390158172232,93.11072056239017,51.63444639718806,62.741652021089635,95.78207381370827,90.47451669595783,34.97363796133568,90.22847100175748,97.64499121265379,78.6291739894552,49.34973637961336,31.915641476274168,96.97715289982426,97.18804920913885,71.31810193321617,87.02987697715291,80.21089630931459,75.07908611599298,96.83655536028121,95.39543057996485,96.69595782073814,80.87873462214412,94.20035149384887,89.94727592267137,2.319859402460457,93.70826010544816,37.644991212653785,61.44112478031635,82.10896309314587,84.04217926186293,29.630931458699475,81.47627416520211,93.49736379613357,88.47100175746925,7.100175746924429,82.53075571177506,True,True,True,True,True,True,False,True,True,8,0.8888888888888888,False,0.3392857142857142,False,False,False,True,0.6555804720681125,1.0,0.3755035844783967,0.5,0.3392857142857142,0.8888888888888888,0.6097457110382251
